Fator de Falha (%)	Tempo Entre Descargas (min)	Duração de Descarga (s)	Nº de Peças Total	Nº de Peças Simultâneas
5,0	 5	100	9	5
5,0	 5	300	9	9
5,0	 5	350	9	9
5,0	 5	400	9	9
5,0	 5	450	9	9
5,0	 5	500	9	9
5,0	 5	10	10	1
5,0	 5	20	10	2
5,0	 5	30	10	3
5,0	 5	40	10	3
5,0	 5	50	10	4
5,0	 5	75	10	5
5,0	 5	100	10	6
5,0	 5	300	10	10
5,0	 5	350	10	10
5,0	 5	400	10	10
5,0	 5	450	10	10
5,0	 5	500	10	10
5,0	 5	10	11	2
5,0	 5	20	11	2
5,0	 5	30	11	3
5,0	 5	40	11	3
5,0	 5	50	11	4
5,0	 5	75	11	5
5,0	 5	100	11	6
5,0	 5	300	11	11
5,0	 5	350	11	11
5,0	 5	400	11	11
5,0	 5	450	11	11
5,0	 5	500	11	11
5,0	 5	10	12	2
5,0	 5	20	12	2
5,0	 5	30	12	3
5,0	 5	40	12	4
5,0	 5	50	12	4
5,0	 5	75	12	6
5,0	 5	100	12	7
5,0	 5	300	12	12
5,0	 5	350	12	12
5,0	 5	400	12	12
5,0	 5	450	12	12
5,0	 5	500	12	12
5,0	 5	10	13	2
5,0	 5	20	13	3
5,0	 5	30	13	3
5,0	 5	40	13	4
5,0	 5	50	13	5
5,0	 5	75	13	6
5,0	 5	100	13	7
5,0	 5	300	13	13
5,0	 5	350	13	13
5,0	 5	400	13	13
5,0	 5	450	13	13
5,0	 5	500	13	13
5,0	 5	10	14	2
5,0	 5	20	14	3
5,0	 5	30	14	3
5,0	 5	40	14	4
5,0	 5	50	14	5
5,0	 5	75	14	6
5,0	 5	100	14	8
5,0	 5	300	14	14
5,0	 5	350	14	14
5,0	 5	400	14	14
5,0	 5	450	14	14
5,0	 5	500	14	14
5,0	 5	10	15	2
5,0	 5	20	15	3
5,0	 5	30	15	4
5,0	 5	40	15	4
5,0	 5	50	15	5
5,0	 5	75	15	7
5,0	 5	100	15	8
5,0	 5	300	15	15
5,0	 5	350	15	15
5,0	 5	400	15	15
5,0	 5	450	15	15
5,0	 5	500	15	15
5,0	 5	10	16	2
5,0	 5	20	16	3
5,0	 5	30	16	4
5,0	 5	40	16	5
5,0	 5	50	16	5
5,0	 5	75	16	7
5,0	 5	100	16	8
5,0	 5	300	16	16
5,0	 5	350	16	16
5,0	 5	400	16	16
5,0	 5	450	16	16
5,0	 5	500	16	16
5,0	 5	10	17	2
5,0	 5	20	17	3
5,0	 5	30	17	4
5,0	 5	40	17	5
5,0	 5	50	17	6
5,0	 5	75	17	7
5,0	 5	100	17	9
5,0	 5	300	17	17
5,0	 5	350	17	17
5,0	 5	400	17	17
5,0	 5	450	17	17
5,0	 5	500	17	17
5,0	 5	10	18	2
5,0	 5	20	18	3
5,0	 5	30	18	4
5,0	 5	40	18	5
5,0	 5	50	18	6
5,0	 5	75	18	8
5,0	 5	100	18	9
5,0	 5	300	18	18
5,0	 5	350	18	18
5,0	 5	400	18	18
5,0	 5	450	18	18
5,0	 5	500	18	18
5,0	 5	10	19	2
5,0	 5	20	19	3
5,0	 5	30	19	4
5,0	 5	40	19	5
5,0	 5	50	19	6
5,0	 5	75	19	8
5,0	 5	100	19	10
5,0	 5	300	19	19
5,0	 5	350	19	19
5,0	 5	400	19	19
5,0	 5	450	19	19
5,0	 5	500	19	19
5,0	 5	10	20	2
5,0	 5	20	20	3
5,0	 5	30	20	4
5,0	 5	40	20	5
5,0	 5	50	20	6
5,0	 5	75	20	8
5,0	 5	100	20	10
5,0	 5	300	20	20
5,0	 5	350	20	20
5,0	 5	400	20	20
5,0	 5	450	20	20
5,0	 5	500	20	20
5,0	 5	10	25	2
5,0	 5	20	25	4
5,0	 5	30	25	5
5,0	 5	40	25	6
5,0	 5	50	25	7
5,0	 5	75	25	10
5,0	 5	100	25	12
5,0	 5	300	25	25
5,0	 5	350	25	25
5,0	 5	400	25	25
5,0	 5	450	25	25
5,0	 5	500	25	25
5,0	 5	10	30	3
5,0	 5	20	30	4
5,0	 5	30	30	6
5,0	 5	40	30	7
5,0	 5	50	30	9
5,0	 5	75	30	12
5,0	 5	100	30	14
5,0	 5	300	30	30
5,0	 5	350	30	30
5,0	 5	400	30	30
5,0	 5	450	30	30
5,0	 5	500	30	30
5,0	 5	10	35	3
5,0	 5	20	35	5
5,0	 5	30	35	7
5,0	 5	40	35	8
5,0	 5	50	35	10
5,0	 5	75	35	13
5,0	 5	100	35	16
5,0	 5	300	35	35
5,0	 5	350	35	35
5,0	 5	400	35	35
5,0	 5	450	35	35
5,0	 5	500	35	35
5,0	 5	10	40	3
5,0	 5	20	40	5
5,0	 5	30	40	7
5,0	 5	40	40	9
5,0	 5	50	40	11
5,0	 5	75	40	15
5,0	 5	100	40	18
5,0	 5	300	40	40
5,0	 5	350	40	40
5,0	 5	400	40	40
5,0	 5	450	40	40
5,0	 5	500	40	40
5,0	 5	10	45	4
5,0	 5	20	45	6
5,0	 5	30	45	8
5,0	 5	40	45	10
5,0	 5	50	45	12
5,0	 5	75	45	16
5,0	 5	100	45	20
5,0	 5	300	45	45
5,0	 5	350	45	45
5,0	 5	400	45	45
5,0	 5	450	45	45
5,0	 5	500	45	45
5,0	 5	10	50	4
5,0	 5	20	50	6
5,0	 5	30	50	9
5,0	 5	40	50	11
5,0	 5	50	50	13
5,0	 5	75	50	18
5,0	 5	100	50	22
5,0	 5	300	50	50
5,0	 5	350	50	50
5,0	 5	400	50	50
5,0	 5	450	50	50
5,0	 5	500	50	50
5,0	10	10	1	1
5,0	10	20	1	1
5,0	10	30	1	1
5,0	10	40	1	1
5,0	10	50	1	1
5,0	10	75	1	1
5,0	10	100	1	1
5,0	10	300	1	1
5,0	10	350	1	1
5,0	10	400	1	1
5,0	10	450	1	1
5,0	10	500	1	1
5,0	10	10	2	1
5,0	10	20	2	1
5,0	10	30	2	1
5,0	10	40	2	1
5,0	10	50	2	1
5,0	10	75	2	1
5,0	10	100	2	1
5,0	10	300	2	2
5,0	10	350	2	2
5,0	10	400	2	2
5,0	10	450	2	2
5,0	10	500	2	2
5,0	10	10	3	1
5,0	10	20	3	1
5,0	10	30	3	1
5,0	10	40	3	1
5,0	10	50	3	1
5,0	10	75	3	1
5,0	10	100	3	2
5,0	10	300	3	3
5,0	10	350	3	3
5,0	10	400	3	3
5,0	10	450	3	3
5,0	10	500	3	3
5,0	10	10	4	1
5,0	10	20	4	1
5,0	10	30	4	1
5,0	10	40	4	1
5,0	10	50	4	1
5,0	10	75	4	2
5,0	10	100	4	2
5,0	10	300	4	4
5,0	10	350	4	4
5,0	10	400	4	4
5,0	10	450	4	4
5,0	10	500	4	4
5,0	10	10	5	1
5,0	10	20	5	1
5,0	10	30	5	1
5,0	10	40	5	1
5,0	10	50	5	2
5,0	10	75	5	2
5,0	10	100	5	1
5,0	10	300	5	4
5,0	10	350	5	5
5,0	10	400	5	5
5,0	10	450	5	5
5,0	10	500	5	5
5,0	10	10	6	1
5,0	10	20	6	1
5,0	10	30	6	1
5,0	10	40	6	2
5,0	10	50	6	2
5,0	10	75	6	2
5,0	10	100	6	3
5,0	10	300	6	5
5,0	10	350	6	5
5,0	10	400	6	6
5,0	10	450	6	6
5,0	10	500	6	6
5,0	10	10	7	1
5,0	10	20	7	1
5,0	10	30	7	1
5,0	10	40	7	2
5,0	10	50	7	2
5,0	10	75	7	2
5,0	10	100	7	3
5,0	10	300	7	6
5,0	10	350	7	6
5,0	10	400	7	7
5,0	10	450	7	7
5,0	10	500	7	7
5,0	10	10	8	1
5,0	10	20	8	1
5,0	10	30	8	2
5,0	10	40	8	2
5,0	10	50	8	2
5,0	10	75	8	3
5,0	10	100	8	3
5,0	10	300	8	6
5,0	10	350	8	7
5,0	10	400	8	7
5,0	10	450	8	8
5,0	10	500	8	8
5,0	10	10	9	1
5,0	10	20	9	1
5,0	10	30	9	2
5,0	10	40	9	2
5,0	10	50	9	2
5,0	10	75	9	3
5,0	10	100	9	3
5,0	10	300	9	7
5,0	10	350	9	8
5,0	10	400	9	8
5,0	10	450	9	9
5,0	10	500	9	9
5,0	10	10	10	1
5,0	10	20	10	1
5,0	10	30	10	2
5,0	10	40	10	2
5,0	10	50	10	2
5,0	10	75	10	3
5,0	10	100	10	4
5,0	10	300	10	8
5,0	10	350	10	8
5,0	10	400	10	9
5,0	10	450	10	10
5,0	10	500	10	10
5,0	10	10	11	1
5,0	10	20	11	2
5,0	10	30	11	2
5,0	10	40	11	2
5,0	10	50	11	3
5,0	10	75	11	3
5,0	10	100	11	4
5,0	10	300	11	8
5,0	10	350	11	9
5,0	10	400	11	10
5,0	10	450	11	10
5,0	10	500	11	11
5,0	10	10	12	1
5,0	10	20	12	2
5,0	10	30	12	2
5,0	10	40	12	2
5,0	10	50	12	3
5,0	10	75	12	4
5,0	10	100	12	4
5,0	10	300	12	9
5,0	10	350	12	10
5,0	10	400	12	11
5,0	10	450	12	11
5,0	10	500	12	12
5,0	10	10	13	1
5,0	10	20	13	2
5,0	10	30	13	2
5,0	10	40	13	3
5,0	10	50	13	3
5,0	10	75	13	4
5,0	10	100	13	5
5,0	10	300	13	9
5,0	10	350	13	10
5,0	10	400	13	11
5,0	10	450	13	12
5,0	10	500	13	13
5,0	10	10	14	1
5,0	10	20	14	2
5,0	10	30	14	2
5,0	10	40	14	3
5,0	10	50	14	3
5,0	10	75	14	4
5,0	10	100	14	5
5,0	10	300	14	10
5,0	10	350	14	11
5,0	10	400	14	12
5,0	10	450	14	13
5,0	10	500	14	14
5,0	10	10	15	1
5,0	10	20	15	2
5,0	10	30	15	2
5,0	10	40	15	3
5,0	10	50	15	3
5,0	10	75	15	4
5,0	10	100	15	5
5,0	10	300	15	11
5,0	10	350	15	12
5,0	10	400	15	13
5,0	10	450	15	14
5,0	10	500	15	15
5,0	10	10	16	1
5,0	10	20	16	2
5,0	10	30	16	2
5,0	10	40	16	3
5,0	10	50	16	3
5,0	10	75	16	4
5,0	10	100	16	5
5,0	10	300	16	11
5,0	10	350	16	12
5,0	10	400	16	14
5,0	10	450	16	15
5,0	10	500	16	16
5,0	10	10	17	1
5,0	10	20	17	2
5,0	10	30	17	3
5,0	10	40	17	3
5,0	10	50	17	3
5,0	10	75	17	5
5,0	10	100	17	6
5,0	10	300	17	12
5,0	10	350	17	13
5,0	10	400	17	14
5,0	10	450	17	16
5,0	10	500	17	16
5,0	10	10	18	1
5,0	10	20	18	2
5,0	10	30	18	3
5,0	10	40	18	3
5,0	10	50	18	4
5,0	10	75	18	5
5,0	10	100	18	6
5,0	10	300	18	12
5,0	10	350	18	14
5,0	10	400	18	15
5,0	10	450	18	16
5,0	10	500	18	17
5,0	10	10	19	1
5,0	10	20	19	2
5,0	10	30	19	3
5,0	10	40	19	3
5,0	10	50	19	4
5,0	10	75	19	5
5,0	10	100	19	6
5,0	10	300	19	13
5,0	10	350	19	15
5,0	10	400	19	16
5,0	10	450	19	17
5,0	10	500	19	18
5,0	10	10	20	1
5,0	10	20	20	2
5,0	10	30	20	3
5,0	10	40	20	3
5,0	10	50	20	4
5,0	10	75	20	5
5,0	10	100	20	6
5,0	10	300	20	14
5,0	10	350	20	15
5,0	10	400	20	17
5,0	10	450	20	18
5,0	10	500	20	19
5,0	10	10	25	2
5,0	10	20	25	2
5,0	10	30	25	3
5,0	10	40	25	4
5,0	10	50	25	5
5,0	10	75	25	6
5,0	10	100	25	7
5,0	10	300	25	17
5,0	10	350	25	19
5,0	10	400	25	20
5,0	10	450	25	22
5,0	10	500	25	24
5,0	10	10	30	2
5,0	10	20	30	3
5,0	10	30	30	4
5,0	10	40	30	4
5,0	10	50	30	5
5,0	10	75	30	7
5,0	10	100	30	9
5,0	10	300	30	19
5,0	10	350	30	22
5,0	10	400	30	24
5,0	10	450	30	26
5,0	10	500	30	26
5,0	10	10	35	2
5,0	10	20	35	3
5,0	10	30	35	4
5,0	10	40	35	5
5,0	10	50	35	6
5,0	10	75	35	8
5,0	10	100	35	10
5,0	10	300	35	22
5,0	10	350	35	25
5,0	10	400	35	28
5,0	10	450	35	30
5,0	10	500	35	33
5,0	10	10	40	2
5,0	10	20	40	3
5,0	10	30	40	4
5,0	10	40	40	5
5,0	10	50	40	6
5,0	10	75	40	9
5,0	10	100	40	11
5,0	10	300	40	25
5,0	10	350	40	28
5,0	10	400	40	31
5,0	10	450	40	34
5,0	10	500	40	37
5,0	10	10	45	2
5,0	10	20	45	4
5,0	10	30	45	5
5,0	10	40	45	6
5,0	10	50	45	7
5,0	10	75	45	9
5,0	10	100	45	12
5,0	10	300	45	38
5,0	10	350	45	32
5,0	10	400	45	35
5,0	10	450	45	38
5,0	10	500	45	41
5,0	10	10	50	3
5,0	10	20	50	4
5,0	10	30	50	5
5,0	10	40	50	6
5,0	10	50	50	8
5,0	10	75	50	10
5,0	10	100	50	13
5,0	10	300	50	31
5,0	10	350	50	35
5,0	10	400	50	39
5,0	10	450	50	42
5,0	10	500	50	46
5,0	15	10	1	1
5,0	15	20	1	1
5,0	15	30	1	1
5,0	15	40	1	1
5,0	15	50	1	1
5,0	15	75	1	1
5,0	15	100	1	1
5,0	15	300	1	1
5,0	15	350	1	1
5,0	15	400	1	1
5,0	15	450	1	1
5,0	15	500	1	1
5,0	15	10	2	1
5,0	15	20	2	1
5,0	15	30	2	1
5,0	15	40	2	1
5,0	15	50	2	1
5,0	15	75	2	1
5,0	15	100	2	1
5,0	15	300	2	2
5,0	15	350	2	2
5,0	15	400	2	2
5,0	15	450	2	2
5,0	15	500	2	2
5,0	15	10	3	1
5,0	15	20	3	1
5,0	15	30	3	1
5,0	15	40	3	1
5,0	15	50	3	1
5,0	15	75	3	1
5,0	15	100	3	1
5,0	15	300	3	2
5,0	15	350	3	3
5,0	15	400	3	3
5,0	15	450	3	3
5,0	15	500	3	3
5,0	15	10	4	1
5,0	15	20	4	1
5,0	15	30	4	1
5,0	15	40	4	1
5,0	15	50	4	1
5,0	15	75	4	1
5,0	15	100	4	2
5,0	15	300	4	3
5,0	15	350	4	3
5,0	15	400	4	3
5,0	15	450	4	4
5,0	15	500	4	4
5,0	15	10	5	1
5,0	15	20	5	1
5,0	15	30	5	1
5,0	15	40	5	1
5,0	15	50	5	1
5,0	15	75	5	2
5,0	15	100	5	2
5,0	15	300	5	3
5,0	15	350	5	4
5,0	15	400	5	4
5,0	15	450	5	4
5,0	15	500	5	5
5,0	15	10	6	1
5,0	15	20	6	1
5,0	15	30	6	1
5,0	15	40	6	1
5,0	15	50	6	1
5,0	15	75	6	2
5,0	15	100	6	2
5,0	15	300	6	4
5,0	15	350	6	4
5,0	15	400	6	5
5,0	15	450	6	5
5,0	15	500	6	5
5,0	15	10	7	1
5,0	15	20	7	1
5,0	15	30	7	1
5,0	15	40	7	1
5,0	15	50	7	2
5,0	15	75	7	2
5,0	15	100	7	2
5,0	15	300	7	4
5,0	15	350	7	5
5,0	15	400	7	5
5,0	15	450	7	6
5,0	15	500	7	6
5,0	15	10	8	1
5,0	15	20	8	1
5,0	15	30	8	1
5,0	15	40	8	1
5,0	15	50	8	2
5,0	15	75	8	2
5,0	15	100	8	2
5,0	15	300	8	5
5,0	15	350	8	5
5,0	15	400	8	6
5,0	15	450	8	6
5,0	15	500	8	7
5,0	15	10	9	1
5,0	15	20	9	1
5,0	15	30	9	1
5,0	15	40	9	2
5,0	15	50	9	2
5,0	15	75	9	2
5,0	15	100	9	3
5,0	15	300	9	5
5,0	15	350	9	6
5,0	15	400	9	6
5,0	15	450	9	7
5,0	15	500	9	7
5,0	15	10	10	1
5,0	15	20	10	1
5,0	15	30	10	1
5,0	15	40	10	2
5,0	15	50	10	2
5,0	15	75	10	2
5,0	15	100	10	3
5,0	15	300	10	6
5,0	15	350	10	6
5,0	15	400	10	7
5,0	15	450	10	8
5,0	15	500	10	8
5,0	15	10	11	1
5,0	15	20	11	1
5,0	15	30	11	2
5,0	15	40	11	2
5,0	15	50	11	2
5,0	15	75	11	3
5,0	15	100	11	3
5,0	15	300	11	6
5,0	15	350	11	7
5,0	15	400	11	8
5,0	15	450	11	8
5,0	15	500	11	9
5,0	15	10	12	1
5,0	15	20	12	1
5,0	15	30	12	2
5,0	15	40	12	2
5,0	15	50	12	2
5,0	15	75	12	3
5,0	15	100	12	3
5,0	15	300	12	7
5,0	15	350	12	7
5,0	15	400	12	8
5,0	15	450	12	9
5,0	15	500	12	9
5,0	15	10	13	1
5,0	15	20	13	1
5,0	15	30	13	2
5,0	15	40	13	2
5,0	15	50	13	2
5,0	15	75	13	3
5,0	15	100	13	3
5,0	15	300	13	7
5,0	15	350	13	8
5,0	15	400	13	9
5,0	15	450	13	9
5,0	15	500	13	10
5,0	15	10	14	1
5,0	15	20	14	1
5,0	15	30	14	2
5,0	15	40	14	2
5,0	15	50	14	2
5,0	15	75	14	3
5,0	15	100	14	4
5,0	15	300	14	8
5,0	15	350	14	8
5,0	15	400	14	9
5,0	15	450	14	10
5,0	15	500	14	11
5,0	15	10	15	1
5,0	15	20	15	1
5,0	15	30	15	2
5,0	15	40	15	2
5,0	15	50	15	2
5,0	15	75	15	3
5,0	15	100	15	4
5,0	15	300	15	8
5,0	15	350	15	9
5,0	15	400	15	10
5,0	15	450	15	11
5,0	15	500	15	11
5,0	15	10	16	1
5,0	15	20	16	1
5,0	15	30	16	2
5,0	15	40	16	2
5,0	15	50	16	3
5,0	15	75	16	3
5,0	15	100	16	4
5,0	15	300	16	8
5,0	15	350	16	9
5,0	15	400	16	10
5,0	15	450	16	11
5,0	15	500	16	12
5,0	15	10	17	1
5,0	15	20	17	2
5,0	15	30	17	2
5,0	15	40	17	2
5,0	15	50	17	3
5,0	15	75	17	3
5,0	15	100	17	4
5,0	15	300	17	9
5,0	15	350	17	10
5,0	15	400	17	11
5,0	15	450	17	12
5,0	15	500	17	13
5,0	15	10	18	1
5,0	15	20	18	2
5,0	15	30	18	2
5,0	15	40	18	2
5,0	15	50	18	3
5,0	15	75	18	4
5,0	15	100	18	4
5,0	15	300	18	9
5,0	15	350	18	10
5,0	15	400	18	11
5,0	15	450	18	12
5,0	15	500	18	13
5,0	15	10	19	1
5,0	15	20	19	2
5,0	15	30	19	2
5,0	15	40	19	2
5,0	15	50	19	3
5,0	15	75	19	4
5,0	15	100	19	5
5,0	15	300	19	10
5,0	15	350	19	11
5,0	15	400	19	12
5,0	15	450	19	13
5,0	15	500	19	14
5,0	15	10	20	1
5,0	15	20	20	2
5,0	15	30	20	2
5,0	15	40	20	3
5,0	15	50	20	3
5,0	15	75	20	4
5,0	15	100	20	5
5,0	15	300	20	10
5,0	15	350	20	11
5,0	15	400	20	13
5,0	15	450	20	14
5,0	15	500	20	15
5,0	15	10	25	1
5,0	15	20	25	2
5,0	15	30	25	2
5,0	15	40	25	3
5,0	15	50	25	3
5,0	15	75	25	5
5,0	15	100	25	6
5,0	15	300	25	12
5,0	15	350	25	14
5,0	15	400	25	15
5,0	15	450	25	17
5,0	15	500	25	18
5,0	15	10	30	1
5,0	15	20	30	2
5,0	15	30	30	3
5,0	15	40	30	3
5,0	15	50	30	4
5,0	15	75	30	5
5,0	15	100	30	6
5,0	15	300	30	14
5,0	15	350	30	16
5,0	15	400	30	18
5,0	15	450	30	19
5,0	15	500	30	20
5,0	15	10	35	2
5,0	15	20	35	2
5,0	15	30	35	3
5,0	15	40	35	4
5,0	15	50	35	4
5,0	15	75	35	6
5,0	15	100	35	7
5,0	15	300	35	16
5,0	15	350	35	18
5,0	15	400	35	20
5,0	15	450	35	22
5,0	15	500	35	24
5,0	15	10	40	2
5,0	15	20	40	3
5,0	15	30	40	3
5,0	15	40	40	4
5,0	15	50	40	5
5,0	15	75	40	6
5,0	15	100	40	8
5,0	15	300	40	18
5,0	15	350	40	21
5,0	15	400	40	23
5,0	15	450	40	25
5,0	15	500	40	27
5,0	15	10	45	2
5,0	15	20	45	3
5,0	15	30	45	4
5,0	15	40	45	4
5,0	15	50	45	5
5,0	15	75	45	7
5,0	15	100	45	9
5,0	15	300	45	20
5,0	15	350	45	23
5,0	15	400	45	25
5,0	15	450	45	28
5,0	15	500	45	30
5,0	15	10	50	2
5,0	15	20	50	3
5,0	15	30	50	4
5,0	15	40	50	5
5,0	15	50	50	6
5,0	15	75	50	8
5,0	15	100	50	9
5,0	15	300	50	22
5,0	15	350	50	25
5,0	15	400	50	28
5,0	15	450	50	31
5,0	15	500	50	34
5,0	20	10	1	1
5,0	20	20	1	1
5,0	20	30	1	1
5,0	20	40	1	1
5,0	20	50	1	1
5,0	20	75	1	1
5,0	20	100	1	1
5,0	20	300	1	1
5,0	20	350	1	1
5,0	20	400	1	1
5,0	20	450	1	1
5,0	20	500	1	1
5,0	20	10	2	1
5,0	20	20	2	1
5,0	20	30	2	1
5,0	20	40	2	1
5,0	20	50	2	1
5,0	20	75	2	1
5,0	20	100	2	1
5,0	20	300	2	2
5,0	20	350	2	2
5,0	20	400	2	2
5,0	20	450	2	2
5,0	20	500	2	2
5,0	20	10	3	1
5,0	20	20	3	1
5,0	20	30	3	1
5,0	20	40	3	1
5,0	20	50	3	1
5,0	20	75	3	1
5,0	20	100	3	1
5,0	20	300	3	2
5,0	20	350	3	2
5,0	20	400	3	2
5,0	20	450	3	3
5,0	20	500	3	3
5,0	20	10	4	1
5,0	20	20	4	1
5,0	20	30	4	1
5,0	20	40	4	1
5,0	20	50	4	1
5,0	20	75	4	1
5,0	20	100	4	1
5,0	20	300	4	3
5,0	20	350	4	3
5,0	20	400	4	3
5,0	20	450	4	3
5,0	20	500	4	3
5,0	20	10	5	1
5,0	20	20	5	1
5,0	20	30	5	1
5,0	20	40	5	1
5,0	20	50	5	1
5,0	20	75	5	1
5,0	20	100	5	2
5,0	20	300	5	3
5,0	20	350	5	3
5,0	20	400	5	4
5,0	20	450	5	4
5,0	20	500	5	4
5,0	20	10	6	1
5,0	20	20	6	1
5,0	20	30	6	1
5,0	20	40	6	1
5,0	20	50	6	1
5,0	20	75	6	1
5,0	20	100	6	2
5,0	20	300	6	3
5,0	20	350	6	4
5,0	20	400	6	4
5,0	20	450	6	4
5,0	20	500	6	4
5,0	20	10	7	1
5,0	20	20	7	1
5,0	20	30	7	1
5,0	20	40	7	1
5,0	20	50	7	1
5,0	20	75	7	2
5,0	20	100	7	2
5,0	20	300	7	4
5,0	20	350	7	4
5,0	20	400	7	4
5,0	20	450	7	5
5,0	20	500	7	5
5,0	20	10	8	1
5,0	20	20	8	1
5,0	20	30	8	1
5,0	20	40	8	1
5,0	20	50	8	1
5,0	20	75	8	2
5,0	20	100	8	2
5,0	20	300	8	4
5,0	20	350	8	5
5,0	20	400	8	5
5,0	20	450	8	5
5,0	20	500	8	6
5,0	20	10	9	1
5,0	20	20	9	1
5,0	20	30	9	1
5,0	20	40	9	1
5,0	20	50	9	2
5,0	20	75	9	2
5,0	20	100	9	2
5,0	20	300	9	4
5,0	20	350	9	5
5,0	20	400	9	5
5,0	20	450	9	6
5,0	20	500	9	6
5,0	20	10	10	1
5,0	20	20	10	1
5,0	20	30	10	1
5,0	20	40	10	1
5,0	20	50	10	2
5,0	20	75	10	2
5,0	20	100	10	2
5,0	20	300	10	5
5,0	20	350	10	5
5,0	20	400	10	6
5,0	20	450	10	6
5,0	20	500	10	7
5,0	20	10	11	1
5,0	20	20	11	1
5,0	20	30	11	1
5,0	20	40	11	2
5,0	20	50	11	2
5,0	20	75	11	2
5,0	20	100	11	3
5,0	20	300	11	5
5,0	20	350	11	6
5,0	20	400	11	6
5,0	20	450	11	7
5,0	20	500	11	7
5,0	20	10	12	1
5,0	20	20	12	1
5,0	20	30	12	1
5,0	20	40	12	2
5,0	20	50	12	2
5,0	20	75	12	2
5,0	20	100	12	3
5,0	20	300	12	6
5,0	20	350	12	6
5,0	20	400	12	7
5,0	20	450	12	7
5,0	20	500	12	8
5,0	20	10	13	1
5,0	20	20	13	1
5,0	20	30	13	1
5,0	20	40	13	2
5,0	20	50	13	2
5,0	20	75	13	2
5,0	20	100	13	3
5,0	20	300	13	6
5,0	20	350	13	7
5,0	20	400	13	7
5,0	20	450	13	8
5,0	20	500	13	8
5,0	20	10	14	1
5,0	20	20	14	1
5,0	20	30	14	1
5,0	20	40	14	2
5,0	20	50	14	2
5,0	20	75	14	3
5,0	20	100	14	3
5,0	20	300	14	6
5,0	20	350	14	7
5,0	20	400	14	8
5,0	20	450	14	8
5,0	20	500	14	9
5,0	20	10	15	1
5,0	20	20	15	1
5,0	20	30	15	2
5,0	20	40	15	2
5,0	20	50	15	2
5,0	20	75	15	3
5,0	20	100	15	3
5,0	20	300	15	7
5,0	20	350	15	7
5,0	20	400	15	8
5,0	20	450	15	9
5,0	20	500	15	9
5,0	20	10	16	1
5,0	20	20	16	1
5,0	20	30	16	2
5,0	20	40	16	2
5,0	20	50	16	2
5,0	20	75	16	3
5,0	20	100	16	3
5,0	20	300	16	7
5,0	20	350	16	8
5,0	20	400	16	8
5,0	20	450	16	9
5,0	20	500	16	10
5,0	20	10	17	1
5,0	20	20	17	1
5,0	20	30	17	2
5,0	20	40	17	2
5,0	20	50	17	2
5,0	20	75	17	3
5,0	20	100	17	3
5,0	20	300	17	7
5,0	20	350	17	8
5,0	20	400	17	9
5,0	20	450	17	10
5,0	20	500	17	10
5,0	20	10	18	1
5,0	20	20	18	1
5,0	20	30	18	2
5,0	20	40	18	2
5,0	20	50	18	2
5,0	20	75	18	3
5,0	20	100	18	4
5,0	20	300	18	8
5,0	20	350	18	9
5,0	20	400	18	9
5,0	20	450	18	10
5,0	20	500	18	11
5,0	20	10	19	1
5,0	20	20	19	1
5,0	20	30	19	2
5,0	20	40	19	2
5,0	20	50	19	2
5,0	20	75	19	3
5,0	20	100	19	4
5,0	20	300	19	8
5,0	20	350	19	9
5,0	20	400	19	10
5,0	20	450	19	11
5,0	20	500	19	11
5,0	20	10	20	1
5,0	20	20	20	1
5,0	20	30	20	2
5,0	20	40	20	2
5,0	20	50	20	2
5,0	20	75	20	3
5,0	20	100	20	4
5,0	20	300	20	8
5,0	20	350	20	9
5,0	20	400	20	10
5,0	20	450	20	11
5,0	20	500	20	12
5,0	20	10	25	1
5,0	20	20	25	2
5,0	20	30	25	2
5,0	20	40	25	2
5,0	20	50	25	3
5,0	20	75	25	4
5,0	20	100	25	5
5,0	20	300	25	10
5,0	20	350	25	11
5,0	20	400	25	12
5,0	20	450	25	13
5,0	20	500	25	14
5,0	20	10	30	1
5,0	20	20	30	2
5,0	20	30	30	2
5,0	20	40	30	3
5,0	20	50	30	3
5,0	20	75	30	4
5,0	20	100	30	5
5,0	20	300	30	12
5,0	20	350	30	13
5,0	20	400	30	14
5,0	20	450	30	16
5,0	20	500	30	17
5,0	20	10	35	1
5,0	20	20	35	2
5,0	20	30	35	3
5,0	20	40	35	3
5,0	20	50	35	4
5,0	20	75	35	5
5,0	20	100	35	6
5,0	20	300	35	13
5,0	20	350	35	15
5,0	20	400	35	16
5,0	20	450	35	18
5,0	20	500	35	19
5,0	20	10	40	1
5,0	20	20	40	2
5,0	20	30	40	3
5,0	20	40	40	3
5,0	20	50	40	4
5,0	20	75	40	5
5,0	20	100	40	6
5,0	20	300	40	15
5,0	20	350	40	16
5,0	20	400	40	18
5,0	20	450	40	20
5,0	20	500	40	22
5,0	20	10	45	2
5,0	20	20	45	2
5,0	20	30	45	3
5,0	20	40	45	4
5,0	20	50	45	4
5,0	20	75	45	6
5,0	20	100	45	7
5,0	20	300	45	16
5,0	20	350	45	18
5,0	20	400	45	20
5,0	20	450	45	22
5,0	20	500	45	24
5,0	20	10	50	2
5,0	20	20	50	3
5,0	20	30	50	3
5,0	20	40	50	4
5,0	20	50	50	5
5,0	20	75	50	6
5,0	20	100	50	8
5,0	20	300	50	18
5,0	20	350	50	20
5,0	20	400	50	22
