Fator de Falha (%)	Tempo Entre Descargas (min)	Duração de Descarga (s)	Nº de Peças Total	Nº de Peças Simultâneas
1,0	50	30	8	1
1,0	50	40	8	1
1,0	50	50	8	1
1,0	50	75	8	2
1,0	50	100	8	2
1,0	50	300	8	3
1,0	50	350	8	3
1,0	50	400	8	4
1,0	50	450	8	4
1,0	50	500	8	4
1,0	50	10	9	1
1,0	50	20	9	1
1,0	50	30	9	1
1,0	50	40	9	1
1,0	50	50	9	1
1,0	50	75	9	2
1,0	50	100	9	2
1,0	50	300	9	3
1,0	50	350	9	4
1,0	50	400	9	4
1,0	50	450	9	4
1,0	50	500	9	4
1,0	50	10	10	1
1,0	50	20	10	1
1,0	50	30	10	1
1,0	50	40	10	1
1,0	50	50	10	2
1,0	50	75	10	2
1,0	50	100	10	2
1,0	50	300	10	4
1,0	50	350	10	4
1,0	50	400	10	4
1,0	50	450	10	4
1,0	50	500	10	5
1,0	50	10	11	1
1,0	50	20	11	1
1,0	50	30	11	1
1,0	50	40	11	1
1,0	50	50	11	2
1,0	50	75	11	2
1,0	50	100	11	2
1,0	50	300	11	4
1,0	50	350	11	4
1,0	50	400	11	4
1,0	50	450	11	5
1,0	50	500	11	5
1,0	50	10	12	1
1,0	50	20	12	1
1,0	50	30	12	1
1,0	50	40	12	2
1,0	50	50	12	2
1,0	50	75	12	2
1,0	50	100	12	2
1,0	50	300	12	4
1,0	50	350	12	4
1,0	50	400	12	5
1,0	50	450	12	5
1,0	50	500	12	5
1,0	50	10	13	1
1,0	50	20	13	1
1,0	50	30	13	1
1,0	50	40	13	2
1,0	50	50	13	2
1,0	50	75	13	2
1,0	50	100	13	2
1,0	50	300	13	4
1,0	50	350	13	5
1,0	50	400	13	5
1,0	50	450	13	5
1,0	50	500	13	6
1,0	50	10	14	1
1,0	50	20	14	1
1,0	50	30	14	1
1,0	50	40	14	2
1,0	50	50	14	2
1,0	50	75	14	2
1,0	50	100	14	3
1,0	50	300	14	4
1,0	50	350	14	5
1,0	50	400	14	5
1,0	50	450	14	6
1,0	50	500	14	6
1,0	50	10	15	1
1,0	50	20	15	1
1,0	50	30	15	1
1,0	50	40	15	2
1,0	50	50	15	2
1,0	50	75	15	2
1,0	50	100	15	3
1,0	50	300	15	5
1,0	50	350	15	5
1,0	50	400	15	5
1,0	50	450	15	6
1,0	50	500	15	6
1,0	50	10	16	1
1,0	50	20	16	1
1,0	50	30	16	2
1,0	50	40	16	2
1,0	50	50	16	2
1,0	50	75	16	2
1,0	50	100	16	3
1,0	50	300	16	5
1,0	50	350	16	5
1,0	50	400	16	6
1,0	50	450	16	6
1,0	50	500	16	7
1,0	50	10	17	1
1,0	50	20	17	1
1,0	50	30	17	2
1,0	50	40	17	2
1,0	50	50	17	2
1,0	50	75	17	2
1,0	50	100	17	3
1,0	50	300	17	5
1,0	50	350	17	5
1,0	50	400	17	6
1,0	50	450	17	6
1,0	50	500	17	7
1,0	50	10	18	1
1,0	50	20	18	1
1,0	50	30	18	2
1,0	50	40	18	2
1,0	50	50	18	2
1,0	50	75	18	2
1,0	50	100	18	3
1,0	50	300	18	5
1,0	50	350	18	6
1,0	50	400	18	6
1,0	50	450	18	7
1,0	50	500	18	7
1,0	50	10	19	1
1,0	50	20	19	1
1,0	50	30	19	2
1,0	50	40	19	2
1,0	50	50	19	2
1,0	50	75	19	3
1,0	50	100	19	3
1,0	50	300	19	5
1,0	50	350	19	6
1,0	50	400	19	6
1,0	50	450	19	7
1,0	50	500	19	7
1,0	50	10	20	1
1,0	50	20	20	1
1,0	50	30	20	2
1,0	50	40	20	2
1,0	50	50	20	2
1,0	50	75	20	3
1,0	50	100	20	3
1,0	50	300	20	6
1,0	50	350	20	6
1,0	50	400	20	7
1,0	50	450	20	7
1,0	50	500	20	8
1,0	50	10	25	1
1,0	50	20	25	2
1,0	50	30	25	2
1,0	50	40	25	2
1,0	50	50	25	2
1,0	50	75	25	3
1,0	50	100	25	3
1,0	50	300	25	6
1,0	50	350	25	7
1,0	50	400	25	8
1,0	50	450	25	8
1,0	50	500	25	9
1,0	50	10	30	1
1,0	50	20	30	2
1,0	50	30	30	2
1,0	50	40	30	2
1,0	50	50	30	3
1,0	50	75	30	3
1,0	50	100	30	4
1,0	50	300	30	7
1,0	50	350	30	8
1,0	50	400	30	9
1,0	50	450	30	9
1,0	50	500	30	10
1,0	50	10	35	1
1,0	50	20	35	2
1,0	50	30	35	2
1,0	50	40	35	3
1,0	50	50	35	3
1,0	50	75	35	4
1,0	50	100	35	4
1,0	50	300	35	8
1,0	50	350	35	9
1,0	50	400	35	10
1,0	50	450	35	11
1,0	50	500	35	11
1,0	50	10	40	1
1,0	50	20	40	2
1,0	50	30	40	2
1,0	50	40	40	3
1,0	50	50	40	3
1,0	50	75	40	4
1,0	50	100	40	5
1,0	50	300	40	9
1,0	50	350	40	10
1,0	50	400	40	11
1,0	50	450	40	12
1,0	50	500	40	13
1,0	50	10	45	2
1,0	50	20	45	2
1,0	50	30	45	3
1,0	50	40	45	3
1,0	50	50	45	3
1,0	50	75	45	4
1,0	50	100	45	5
1,0	50	300	45	10
1,0	50	350	45	11
1,0	50	400	45	12
1,0	50	450	45	13
1,0	50	500	45	14
1,0	50	10	50	2
1,0	50	20	50	2
1,0	50	30	50	3
1,0	50	40	50	3
1,0	50	50	50	3
1,0	50	75	50	4
1,0	50	100	50	5
1,0	50	300	50	10
1,0	50	350	50	12
1,0	50	400	50	13
1,0	50	450	50	14
1,0	50	500	50	15
1,0	60	10	1	1
1,0	60	20	1	1
1,0	60	30	1	1
1,0	60	40	1	1
1,0	60	50	1	1
1,0	60	75	1	1
1,0	60	100	1	1
1,0	60	300	1	1
1,0	60	350	1	1
1,0	60	400	1	1
1,0	60	450	1	1
1,0	60	500	1	1
1,0	60	10	2	1
1,0	60	20	2	1
1,0	60	30	2	1
1,0	60	40	2	1
1,0	60	50	2	1
1,0	60	75	2	1
1,0	60	100	2	1
1,0	60	300	2	1
1,0	60	350	2	1
1,0	60	400	2	2
1,0	60	450	2	2
1,0	60	500	2	2
1,0	60	10	3	1
1,0	60	20	3	1
1,0	60	30	3	1
1,0	60	40	3	1
1,0	60	50	3	1
1,0	60	75	3	1
1,0	60	100	3	1
1,0	60	300	3	2
1,0	60	350	3	2
1,0	60	400	3	2
1,0	60	450	3	2
1,0	60	500	3	2
1,0	60	10	4	1
1,0	60	20	4	1
1,0	60	30	4	1
1,0	60	40	4	1
1,0	60	50	4	1
1,0	60	75	4	1
1,0	60	100	4	1
1,0	60	300	4	2
1,0	60	350	4	2
1,0	60	400	4	2
1,0	60	450	4	2
1,0	60	500	4	2
1,0	60	10	5	1
1,0	60	20	5	1
1,0	60	30	5	1
1,0	60	40	5	1
1,0	60	50	5	1
1,0	60	75	5	1
1,0	60	100	5	1
1,0	60	300	5	2
1,0	60	350	5	2
1,0	60	400	5	3
1,0	60	450	5	3
1,0	60	500	5	3
1,0	60	10	6	1
1,0	60	20	6	1
1,0	60	30	6	1
1,0	60	40	6	1
1,0	60	50	6	1
1,0	60	75	6	1
1,0	60	100	6	2
1,0	60	300	6	2
1,0	60	350	6	3
1,0	60	400	6	3
1,0	60	450	6	3
1,0	60	500	6	3
1,0	60	10	7	1
1,0	60	20	7	1
1,0	60	30	7	1
1,0	60	40	7	1
1,0	60	50	7	1
1,0	60	75	7	1
1,0	60	100	7	2
1,0	60	300	7	3
1,0	60	350	7	3
1,0	60	400	7	3
1,0	60	450	7	3
1,0	60	500	7	3
1,0	60	10	8	1
1,0	60	20	8	1
1,0	60	30	8	1
1,0	60	40	8	1
1,0	60	50	8	1
1,0	60	75	8	2
1,0	60	100	8	2
1,0	60	300	8	3
1,0	60	350	8	3
1,0	60	400	8	3
1,0	60	450	8	4
1,0	60	500	8	4
1,0	60	10	9	1
1,0	60	20	9	1
1,0	60	30	9	1
1,0	60	40	9	1
1,0	60	50	9	1
1,0	60	75	9	2
1,0	60	100	9	2
1,0	60	300	9	3
1,0	60	350	9	3
1,0	60	400	9	4
1,0	60	450	9	4
1,0	60	500	9	4
1,0	60	10	10	1
1,0	60	20	10	1
1,0	60	30	10	1
1,0	60	40	10	1
1,0	60	50	10	1
1,0	60	75	10	2
1,0	60	100	10	2
1,0	60	300	10	3
1,0	60	350	10	4
1,0	60	400	10	4
1,0	60	450	10	4
1,0	60	500	10	4
1,0	60	10	11	1
1,0	60	20	11	1
1,0	60	30	11	1
1,0	60	40	11	1
1,0	60	50	11	1
1,0	60	75	11	2
1,0	60	100	11	2
1,0	60	300	11	3
1,0	60	350	11	4
1,0	60	400	11	4
1,0	60	450	11	4
1,0	60	500	11	5
1,0	60	10	12	1
1,0	60	20	12	1
1,0	60	30	12	1
1,0	60	40	12	1
1,0	60	50	12	2
1,0	60	75	12	2
1,0	60	100	12	2
1,0	60	300	12	4
1,0	60	350	12	4
1,0	60	400	12	4
1,0	60	450	12	5
1,0	60	500	12	5
1,0	60	10	13	1
1,0	60	20	13	1
1,0	60	30	13	1
1,0	60	40	13	1
1,0	60	50	13	2
1,0	60	75	13	2
1,0	60	100	13	2
1,0	60	300	13	4
1,0	60	350	13	4
1,0	60	400	13	5
1,0	60	450	13	5
1,0	60	500	13	5
1,0	60	10	14	1
1,0	60	20	14	1
1,0	60	30	14	1
1,0	60	40	14	2
1,0	60	50	14	2
1,0	60	75	14	2
1,0	60	100	14	2
1,0	60	300	14	4
1,0	60	350	14	4
1,0	60	400	14	5
1,0	60	450	14	5
1,0	60	500	14	5
1,0	60	10	15	1
1,0	60	20	15	1
1,0	60	30	15	1
1,0	60	40	15	2
1,0	60	50	15	2
1,0	60	75	15	2
1,0	60	100	15	2
1,0	60	300	15	4
1,0	60	350	15	5
1,0	60	400	15	5
1,0	60	450	15	5
1,0	60	500	15	6
1,0	60	10	16	1
1,0	60	20	16	1
1,0	60	30	16	1
1,0	60	40	16	2
1,0	60	50	16	2
1,0	60	75	16	2
1,0	60	100	16	2
1,0	60	300	16	4
1,0	60	350	16	5
1,0	60	400	16	5
1,0	60	450	16	5
1,0	60	500	16	6
1,0	60	10	17	1
1,0	60	20	17	1
1,0	60	30	17	1
1,0	60	40	17	2
1,0	60	50	17	2
1,0	60	75	17	2
1,0	60	100	17	3
1,0	60	300	17	5
1,0	60	350	17	5
1,0	60	400	17	5
1,0	60	450	17	6
1,0	60	500	17	6
1,0	60	10	18	1
1,0	60	20	18	1
1,0	60	30	18	1
1,0	60	40	18	2
1,0	60	50	18	2
1,0	60	75	18	2
1,0	60	100	18	3
1,0	60	300	18	5
1,0	60	350	18	5
1,0	60	400	18	6
1,0	60	450	18	6
1,0	60	500	18	6
1,0	60	10	19	1
1,0	60	20	19	1
1,0	60	30	19	2
1,0	60	40	19	2
1,0	60	50	19	2
1,0	60	75	19	2
1,0	60	100	19	3
1,0	60	300	19	5
1,0	60	350	19	5
1,0	60	400	19	6
1,0	60	450	19	6
1,0	60	500	19	7
1,0	60	10	20	1
1,0	60	20	20	1
1,0	60	30	20	2
1,0	60	40	20	2
1,0	60	50	20	2
1,0	60	75	20	2
1,0	60	100	20	3
1,0	60	300	20	5
1,0	60	350	20	5
1,0	60	400	20	6
1,0	60	450	20	6
1,0	60	500	20	7
1,0	60	10	25	1
1,0	60	20	25	1
1,0	60	30	25	2
1,0	60	40	25	2
1,0	60	50	25	2
1,0	60	75	25	3
1,0	60	100	25	3
1,0	60	300	25	6
1,0	60	350	25	6
1,0	60	400	25	7
1,0	60	450	25	7
1,0	60	500	25	8
1,0	60	10	30	1
1,0	60	20	30	2
1,0	60	30	30	2
1,0	60	40	30	2
1,0	60	50	30	2
1,0	60	75	30	3
1,0	60	100	30	3
1,0	60	300	30	7
1,0	60	350	30	7
1,0	60	400	30	8
1,0	60	450	30	8
1,0	60	500	30	9
1,0	60	10	35	1
1,0	60	20	35	2
1,0	60	30	35	2
1,0	60	40	35	2
1,0	60	50	35	3
1,0	60	75	35	3
1,0	60	100	35	4
1,0	60	300	35	7
1,0	60	350	35	8
1,0	60	400	35	9
1,0	60	450	35	9
1,0	60	500	35	10
1,0	60	10	40	1
1,0	60	20	40	2
1,0	60	30	40	2
1,0	60	40	40	2
1,0	60	50	40	3
1,0	60	75	40	3
1,0	60	100	40	4
1,0	60	300	40	8
1,0	60	350	40	9
1,0	60	400	40	10
1,0	60	450	40	10
1,0	60	500	40	11
1,0	60	10	45	1
1,0	60	20	45	2
1,0	60	30	45	2
1,0	60	40	45	3
1,0	60	50	45	3
1,0	60	75	45	4
1,0	60	100	45	4
1,0	60	300	45	9
1,0	60	350	45	9
1,0	60	400	45	10
1,0	60	450	45	11
1,0	60	500	45	12
1,0	60	10	50	1
1,0	60	20	50	2
1,0	60	30	50	2
1,0	60	40	50	3
1,0	60	50	50	3
1,0	60	75	50	4
1,0	60	100	50	5
1,0	60	300	50	9
1,0	60	350	50	10
1,0	60	400	50	11
1,0	60	450	50	12
1,0	60	500	50	13
2,5	 5	10	1	1
2,5	 5	20	1	1
2,5	 5	30	1	1
2,5	 5	40	1	1
2,5	 5	50	1	1
2,5	 5	75	1	1
2,5	 5	100	1	1
2,5	 5	300	1	1
2,5	 5	350	1	1
2,5	 5	400	1	1
2,5	 5	450	1	1
2,5	 5	500	1	1
2,5	 5	10	2	1
2,5	 5	20	2	1
2,5	 5	30	2	1
2,5	 5	40	2	1
2,5	 5	50	2	2
2,5	 5	75	2	2
2,5	 5	100	2	2
2,5	 5	300	2	2
2,5	 5	350	2	2
2,5	 5	400	2	2
2,5	 5	450	2	2
2,5	 5	500	2	2
2,5	 5	10	3	1
2,5	 5	20	3	1
2,5	 5	30	3	2
2,5	 5	40	3	2
2,5	 5	50	3	2
2,5	 5	75	3	2
2,5	 5	100	3	3
2,5	 5	300	3	3
2,5	 5	350	3	3
2,5	 5	400	3	3
2,5	 5	450	3	3
2,5	 5	500	3	3
2,5	 5	10	4	1
2,5	 5	20	4	1
2,5	 5	30	4	2
2,5	 5	40	4	2
2,5	 5	50	4	2
2,5	 5	75	4	3
2,5	 5	100	4	3
2,5	 5	300	4	4
2,5	 5	350	4	4
2,5	 5	400	4	4
2,5	 5	450	4	4
2,5	 5	500	4	4
2,5	 5	10	5	1
2,5	 5	20	5	2
2,5	 5	30	5	2
2,5	 5	40	5	2
2,5	 5	50	5	3
2,5	 5	75	5	3
2,5	 5	100	5	4
2,5	 5	300	5	5
2,5	 5	350	5	5
2,5	 5	400	5	5
2,5	 5	450	5	5
2,5	 5	500	5	5
2,5	 5	10	6	1
2,5	 5	20	6	2
2,5	 5	30	6	2
2,5	 5	40	6	3
2,5	 5	50	6	3
2,5	 5	75	6	4
2,5	 5	100	6	4
2,5	 5	300	6	6
2,5	 5	350	6	6
2,5	 5	400	6	6
2,5	 5	450	6	6
2,5	 5	500	6	6
2,5	 5	10	7	1
2,5	 5	20	7	2
2,5	 5	30	7	3
2,5	 5	40	7	3
2,5	 5	50	7	3
2,5	 5	75	7	4
2,5	 5	100	7	5
2,5	 5	300	7	7
2,5	 5	350	7	7
2,5	 5	400	7	7
2,5	 5	450	7	7
2,5	 5	500	7	7
2,5	 5	10	8	2
2,5	 5	20	8	2
2,5	 5	30	8	3
2,5	 5	40	8	3
2,5	 5	50	8	4
2,5	 5	75	8	5
2,5	 5	100	8	5
2,5	 5	300	8	8
2,5	 5	350	8	8
2,5	 5	400	8	8
2,5	 5	450	8	8
2,5	 5	500	8	8
2,5	 5	10	9	2
2,5	 5	20	9	2
2,5	 5	30	9	3
2,5	 5	40	9	3
2,5	 5	50	9	4
2,5	 5	75	9	5
2,5	 5	100	9	6
2,5	 5	300	9	9
2,5	 5	350	9	9
2,5	 5	400	9	9
2,5	 5	450	9	9
2,5	 5	500	9	9
2,5	 5	10	10	2
2,5	 5	20	10	2
2,5	 5	30	10	3
2,5	 5	40	10	4
2,5	 5	50	10	4
2,5	 5	75	10	5
2,5	 5	100	10	6
2,5	 5	300	10	10
2,5	 5	350	10	10
2,5	 5	400	10	10
2,5	 5	450	10	10
2,5	 5	500	10	10
2,5	 5	10	11	2
2,5	 5	20	11	3
2,5	 5	30	11	3
2,5	 5	40	11	4
2,5	 5	50	11	4
2,5	 5	75	11	6
2,5	 5	100	11	7
2,5	 5	300	11	11
2,5	 5	350	11	11
2,5	 5	400	11	11
2,5	 5	450	11	11
2,5	 5	500	11	11
2,5	 5	10	12	2
2,5	 5	20	12	3
2,5	 5	30	12	4
2,5	 5	40	12	4
2,5	 5	50	12	5
2,5	 5	75	12	6
2,5	 5	100	12	7
2,5	 5	300	12	12
2,5	 5	350	12	12
2,5	 5	400	12	12
2,5	 5	450	12	12
2,5	 5	500	12	12
2,5	 5	10	13	2
2,5	 5	20	13	3
2,5	 5	30	13	4
2,5	 5	40	13	4
2,5	 5	50	13	5
2,5	 5	75	13	6
2,5	 5	100	13	8
2,5	 5	300	13	13
2,5	 5	350	13	13
2,5	 5	400	13	13
2,5	 5	450	13	13
2,5	 5	500	13	13
2,5	 5	10	14	2
2,5	 5	20	14	3
2,5	 5	30	14	4
2,5	 5	40	14	5
2,5	 5	50	14	5
2,5	 5	75	14	7
2,5	 5	100	14	8
2,5	 5	300	14	14
2,5	 5	350	14	14
2,5	 5	400	14	14
2,5	 5	450	14	14
2,5	 5	500	14	14
2,5	 5	10	15	2
2,5	 5	20	15	3
2,5	 5	30	15	4
2,5	 5	40	15	5
2,5	 5	50	15	6
2,5	 5	75	15	7
2,5	 5	100	15	9
2,5	 5	300	15	15
2,5	 5	350	15	15
2,5	 5	400	15	15
2,5	 5	450	15	15
2,5	 5	500	15	15
2,5	 5	10	16	2
2,5	 5	20	16	3
2,5	 5	30	16	4
2,5	 5	40	16	5
2,5	 5	50	16	6
2,5	 5	75	16	8
2,5	 5	100	16	9
2,5	 5	300	16	16
2,5	 5	350	16	16
2,5	 5	400	16	16
2,5	 5	450	16	16
2,5	 5	500	16	16
2,5	 5	10	17	2
2,5	 5	20	17	3
2,5	 5	30	17	4
2,5	 5	40	17	5
2,5	 5	50	17	6
2,5	 5	75	17	8
2,5	 5	100	17	10
2,5	 5	300	17	17
2,5	 5	350	17	17
2,5	 5	400	17	17
2,5	 5	450	17	17
2,5	 5	500	17	17
2,5	 5	10	18	2
2,5	 5	20	18	4
2,5	 5	30	18	5
2,5	 5	40	18	5
2,5	 5	50	18	6
2,5	 5	75	18	8
2,5	 5	100	18	10
2,5	 5	300	18	18
2,5	 5	350	18	18
2,5	 5	400	18	18
2,5	 5	450	18	18
2,5	 5	500	18	18
2,5	 5	10	19	2
2,5	 5	20	19	4
2,5	 5	30	19	5
2,5	 5	40	19	6
2,5	 5	50	19	7
2,5	 5	75	19	9
2,5	 5	100	19	10
2,5	 5	300	19	19
2,5	 5	350	19	19
2,5	 5	400	19	19
2,5	 5	450	19	19
2,5	 5	500	19	19
2,5	 5	10	20	3
2,5	 5	20	20	4
2,5	 5	30	20	5
2,5	 5	40	20	6
2,5	 5	50	20	7
2,5	 5	75	20	9
2,5	 5	100	20	11
2,5	 5	300	20	20
2,5	 5	350	20	20
2,5	 5	400	20	20
2,5	 5	450	20	20
2,5	 5	500	20	20
2,5	 5	10	25	3
2,5	 5	20	25	4
2,5	 5	30	25	6
2,5	 5	40	25	7
2,5	 5	50	25	8
2,5	 5	75	25	11
2,5	 5	100	25	13
2,5	 5	300	25	25
2,5	 5	350	25	25
2,5	 5	400	25	25
2,5	 5	450	25	25
2,5	 5	500	25	25
2,5	 5	10	30	3
2,5	 5	20	30	5
2,5	 5	30	30	7
2,5	 5	40	30	8
2,5	 5	50	30	9
2,5	 5	75	30	12
2,5	 5	100	30	15
2,5	 5	300	30	30
2,5	 5	350	30	30
2,5	 5	400	30	30
2,5	 5	450	30	30
2,5	 5	500	30	30
2,5	 5	10	35	4
2,5	 5	20	35	6
2,5	 5	30	35	7
2,5	 5	40	35	9
2,5	 5	50	35	10
2,5	 5	75	35	14
2,5	 5	100	35	17
2,5	 5	300	35	35
2,5	 5	350	35	35
2,5	 5	400	35	35
2,5	 5	450	35	35
2,5	 5	500	35	35
2,5	 5	10	40	4
2,5	 5	20	40	6
2,5	 5	30	40	8
2,5	 5	40	40	10
2,5	 5	50	40	12
2,5	 5	75	40	16
2,5	 5	100	40	19
2,5	 5	300	40	40
2,5	 5	350	40	40
2,5	 5	400	40	40
2,5	 5	450	40	40
2,5	 5	500	40	40
2,5	 5	10	45	4
2,5	 5	20	45	7
2,5	 5	30	45	9
2,5	 5	40	45	11
2,5	 5	50	45	13
2,5	 5	75	45	17
2,5	 5	100	45	21
2,5	 5	300	45	45
2,5	 5	350	45	45
2,5	 5	400	45	45
2,5	 5	450	45	45
2,5	 5	500	45	45
2,5	 5	10	50	5
2,5	 5	20	50	7
2,5	 5	30	50	9
2,5	 5	40	50	12
2,5	 5	50	50	14
2,5	 5	75	50	19
2,5	 5	100	50	23
2,5	 5	300	50	50
2,5	 5	350	50	50
2,5	 5	400	50	50
2,5	 5	450	50	50
2,5	 5	500	50	50
2,5	10	10	1	1
2,5	10	20	1	1
2,5	10	30	1	1
2,5	10	40	1	1
2,5	10	50	1	1
2,5	10	75	1	1
2,5	10	100	1	1
2,5	10	300	1	1
2,5	10	350	1	1
2,5	10	400	1	1
2,5	10	450	1	1
2,5	10	500	1	1
2,5	10	10	2	1
2,5	10	20	2	1
2,5	10	30	2	1
2,5	10	40	2	1
2,5	10	50	2	1
2,5	10	75	2	1
2,5	10	100	2	2
2,5	10	300	2	2
2,5	10	350	2	2
2,5	10	400	2	2
2,5	10	450	2	2
2,5	10	500	2	2
2,5	10	10	3	1
2,5	10	20	3	1
2,5	10	30	3	1
2,5	10	40	3	1
2,5	10	50	3	1
2,5	10	75	3	2
2,5	10	100	3	2
2,5	10	300	3	3
2,5	10	350	3	3
2,5	10	400	3	3
2,5	10	450	3	3
2,5	10	500	3	3
2,5	10	10	4	1
2,5	10	20	4	1
2,5	10	30	4	1
2,5	10	40	4	1
2,5	10	50	4	2
2,5	10	75	4	2
2,5	10	100	4	2
2,5	10	300	4	4
2,5	10	350	4	4
2,5	10	400	4	4
2,5	10	450	4	4
2,5	10	500	4	4
2,5	10	10	5	1
2,5	10	20	5	1
2,5	10	30	5	1
2,5	10	40	5	2
2,5	10	50	5	2
2,5	10	75	5	2
2,5	10	100	5	3
2,5	10	300	5	5
2,5	10	350	5	5
2,5	10	400	5	5
2,5	10	450	5	5
2,5	10	500	5	5
2,5	10	10	6	1
2,5	10	20	6	1
2,5	10	30	6	2
2,5	10	40	6	2
2,5	10	50	6	2
2,5	10	75	6	3
2,5	10	100	6	3
2,5	10	300	6	5
2,5	10	350	6	6
2,5	10	400	6	6
2,5	10	450	6	6
2,5	10	500	6	6
2,5	10	10	7	1
2,5	10	20	7	1
2,5	10	30	7	2
2,5	10	40	7	2
2,5	10	50	7	2
2,5	10	75	7	3
2,5	10	100	7	3
2,5	10	300	7	6
2,5	10	350	7	6
2,5	10	400	7	7
2,5	10	450	7	7
2,5	10	500	7	7
2,5	10	10	8	1
2,5	10	20	8	2
2,5	10	30	8	2
2,5	10	40	8	2
2,5	10	50	8	2
2,5	10	75	8	3
2,5	10	100	8	4
2,5	10	300	8	7
2,5	10	350	8	7
2,5	10	400	8	8
2,5	10	450	8	8
2,5	10	500	8	8
2,5	10	10	9	1
2,5	10	20	9	2
2,5	10	30	9	2
2,5	10	40	9	2
2,5	10	50	9	3
2,5	10	75	9	3
2,5	10	100	9	4
2,5	10	300	9	7
2,5	10	350	9	8
2,5	10	400	9	9
2,5	10	450	9	9
2,5	10	500	9	9
2,5	10	10	10	1
2,5	10	20	10	2
2,5	10	30	10	2
2,5	10	40	10	2
2,5	10	50	10	3
2,5	10	75	10	4
2,5	10	100	10	4
2,5	10	300	10	8
2,5	10	350	10	9
2,5	10	400	10	9
2,5	10	450	10	10
2,5	10	500	10	10
2,5	10	10	11	1
2,5	10	20	11	2
2,5	10	30	11	2
2,5	10	40	11	3
2,5	10	50	11	3
2,5	10	75	11	4
2,5	10	100	11	4
2,5	10	300	11	9
2,5	10	350	11	9
2,5	10	400	11	10
2,5	10	450	11	11
2,5	10	500	11	11
2,5	10	10	12	1
2,5	10	20	12	2
2,5	10	30	12	2
2,5	10	40	12	3
2,5	10	50	12	3
2,5	10	75	12	4
2,5	10	100	12	5
2,5	10	300	12	9
2,5	10	350	12	10
2,5	10	400	12	11
2,5	10	450	12	12
2,5	10	500	12	12
2,5	10	10	13	1
2,5	10	20	13	2
2,5	10	30	13	2
2,5	10	40	13	3
2,5	10	50	13	3
2,5	10	75	13	4
2,5	10	100	13	5
2,5	10	300	13	10
2,5	10	350	13	11
2,5	10	400	13	12
2,5	10	450	13	12
2,5	10	500	13	13
2,5	10	10	14	1
2,5	10	20	14	2
2,5	10	30	14	3
2,5	10	40	14	3
2,5	10	50	14	3
2,5	10	75	14	4
2,5	10	100	14	5
2,5	10	300	14	11
2,5	10	350	14	12
2,5	10	400	14	13
2,5	10	450	14	13
2,5	10	500	14	14
2,5	10	10	15	2
2,5	10	20	15	2
2,5	10	30	15	3
2,5	10	40	15	3
2,5	10	50	15	4
2,5	10	75	15	5
2,5	10	100	15	6
2,5	10	300	15	11
2,5	10	350	15	12
2,5	10	400	15	13
2,5	10	450	15	14
2,5	10	500	15	15
2,5	10	10	16	2
2,5	10	20	16	2
2,5	10	30	16	3
2,5	10	40	16	3
2,5	10	50	16	4
2,5	10	75	16	5
2,5	10	100	16	6
2,5	10	300	16	12
2,5	10	350	16	13
2,5	10	400	16	14
2,5	10	450	16	15
2,5	10	500	16	16
2,5	10	10	17	2
2,5	10	20	17	2
2,5	10	30	17	3
2,5	10	40	17	3
2,5	10	50	17	4
2,5	10	75	17	5
2,5	10	100	17	6
2,5	10	300	17	12
2,5	10	350	17	14
2,5	10	400	17	15
2,5	10	450	17	16
2,5	10	500	17	17
2,5	10	10	18	2
2,5	10	20	18	2
2,5	10	30	18	3
2,5	10	40	18	4
2,5	10	50	18	4
2,5	10	75	18	5
2,5	10	100	18	6
2,5	10	300	18	13
2,5	10	350	18	14
2,5	10	400	18	16
2,5	10	450	18	17
2,5	10	500	18	18
2,5	10	10	19	2
2,5	10	20	19	2
2,5	10	30	19	3
2,5	10	40	19	4
2,5	10	50	19	4
2,5	10	75	19	5
2,5	10	100	19	7
2,5	10	300	19	14
2,5	10	350	19	15
2,5	10	400	19	16
2,5	10	450	19	18
2,5	10	500	19	19
2,5	10	10	20	2
2,5	10	20	20	3
2,5	10	30	20	3
2,5	10	40	20	4
2,5	10	50	20	4
2,5	10	75	20	6
2,5	10	100	20	7
2,5	10	300	20	14
2,5	10	350	20	16
2,5	10	400	20	17
2,5	10	450	20	18
2,5	10	500	20	20
2,5	10	10	25	2
2,5	10	20	25	3
2,5	10	30	25	4
2,5	10	40	25	4
2,5	10	50	25	5
2,5	10	75	25	7
2,5	10	100	25	8
2,5	10	300	25	17
2,5	10	350	25	19
2,5	10	400	25	21
2,5	10	450	25	23
2,5	10	500	25	24
2,5	10	10	30	2
2,5	10	20	30	3
2,5	10	30	30	4
2,5	10	40	30	5
2,5	10	50	30	6
2,5	10	75	30	8
2,5	10	100	30	9
2,5	10	300	30	20
2,5	10	350	30	23
2,5	10	400	30	25
2,5	10	450	30	27
2,5	10	500	30	29
2,5	10	10	35	2
2,5	10	20	35	4
2,5	10	30	35	5
2,5	10	40	35	6
2,5	10	50	35	6
2,5	10	75	35	9
2,5	10	100	35	10
2,5	10	300	35	23
2,5	10	350	35	26
2,5	10	400	35	29
2,5	10	450	35	31
2,5	10	500	35	33
2,5	10	10	40	3
2,5	10	20	40	4
2,5	10	30	40	5
2,5	10	40	40	6
2,5	10	50	40	7
2,5	10	75	40	9
2,5	10	100	40	12
2,5	10	300	40	26
2,5	10	350	40	29
